Date,Aceh,Bali,Banten,Bengkulu,DI Yogyakarta,DKI Jakarta,Gorontalo,Jambi,Jawa Barat,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Kepulauan Bangka Belitung,Kepulauan Riau,Lampung,Maluku Utara,Maluku,Nusa Tenggara Barat,Nusa Tenggara Timur,Papua Barat,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Tengah,Sulawesi Tenggara,Sulawesi Utara,Sumatera Barat,Sumatera Selatan,Sumatera Utara
2022-01-25,48990.0,28970.0,38880.0,47180.0,32220.0,50850.0,10.53876724439254,48110.0,42200.0,28110.0,26940.0,85650.0,68870.0,75220.0,10.975772977285654,11.063837568778732,11.170026621880517,11.208178613891855,10.795710976276323,11.172137930831342,80880.0,24750.0,46250.0,75470.0,75620.0,33500.0,10.54299658642679,10.378509817336841,10.599405889891859,10.830738006646618,10.600153534845191,48200.0,46390.0,54050.0
2022-01-26,48990.0,29590.0,40110.0,46180.0,31040.0,53350.0,10.521399202410166,48470.0,40540.0,26960.0,26730.0,87970.0,66160.0,73770.0,10.944311817436843,11.078613251304343,11.197406174167238,11.229115884732321,10.761746548158834,11.131533265280341,87660.0,24220.0,45340.0,75140.0,75060.0,33500.0,10.525434069084952,10.376642461280849,10.579005242826247,10.788308256940795,10.590390276998743,48200.0,44870.0,44580.0
2022-01-27,48990.0,28860.0,38800.0,44520.0,28370.0,47400.0,10.480971324442349,44300.0,40020.0,26910.0,25000.0,86910.0,65880.0,73890.0,10.929367845038138,11.078613251304343,11.178445242969808,11.208178613891855,10.726587856343937,11.131533265280341,88700.0,23510.0,45170.0,67930.0,74000.0,33500.0,10.520320482745682,10.345959386273387,10.5506169722625,10.786035340845325,10.591396035047872,48200.0,44240.0,49760.0
2022-01-28,48990.0,28110.0,36880.0,44520.0,26030.0,46480.0,10.482653835144635,43550.0,38540.0,25930.0,24700.0,87340.0,69170.0,73330.0,10.918373970115221,11.059598012135023,11.153260340608929,11.204237641759402,10.728780791588225,11.166214996056205,90750.0,24450.0,44740.0,73060.0,73000.0,33500.0,10.50892311099205,10.343708291934567,10.54484131366684,10.769558098246614,10.5767125986592,48200.0,43340.0,44900.0
2022-01-29,48990.0,28110.0,37090.0,45390.0,25670.0,45450.0,10.552970160609808,40950.0,38360.0,25900.0,23890.0,88950.0,69140.0,73870.0,10.882959635008408,11.059598012135023,11.119601355755792,11.22458984566989,10.68604115633796,11.131533265280341,82640.0,23880.0,44310.0,61620.0,68040.0,33000.0,10.460843646427817,10.34628055791027,10.557659989689753,10.766820447545506,10.586104484122892,48200.0,43600.0,54220.0
2022-01-30,48990.0,27050.0,36830.0,45500.0,25050.0,38820.0,10.4954598897216,39260.0,38260.0,26120.0,24040.0,85980.0,66910.0,73480.0,10.867825315381769,11.007767085330117,11.142021191163186,11.12359449878062,10.673618922112436,11.131533265280341,71320.0,25120.0,44380.0,61620.0,73560.0,33000.0,10.498222246109224,10.333352547467827,10.543787600548086,10.723509645430674,10.562327926902078,58000.0,44050.0,53670.0
2022-01-31,48990.0,26260.0,37330.0,44510.0,24470.0,46480.0,10.499876004651563,41060.0,36560.0,25380.0,24600.0,88530.0,60240.0,73060.0,10.873148420667984,10.984122546973575,11.045654099689468,11.14995934444309,10.684897410216388,11.165507542294172,74760.0,24590.0,42370.0,71670.0,69490.0,36000.0,10.517889100523476,10.328787967145063,10.542468895852291,10.64354217367223,10.575947214398955,48200.0,40680.0,52880.0
2022-02-01,48990.0,26320.0,35890.0,43490.0,24120.0,46480.0,10.48321404355681,39410.0,36100.0,25170.0,24650.0,89910.0,63140.0,70270.0,10.796120636059607,11.059598012135023,10.942013616092948,11.165932074607458,10.647113946209364,11.19672045358521,74100.0,25170.0,43510.0,68050.0,73710.0,36000.0,10.504820933823419,10.310983929553371,10.534785924769006,10.636119834372657,10.606114656295205,48200.0,40340.0,54860.0
2022-02-02,48990.0,26240.0,37080.0,43090.0,25100.0,46480.0,10.517347989609593,38830.0,35970.0,25780.0,25610.0,88320.0,61340.0,66220.0,10.896572644989313,11.045813650395022,11.018317619227071,11.153976508853129,10.642826285701982,11.07459103087878,74630.0,24890.0,43260.0,70710.0,69090.0,32860.0,10.49601297178542,10.311649022192034,10.54563087050331,10.644734182586557,10.596909695290504,48200.0,40140.0,52880.0
2022-02-03,48990.0,25720.0,37320.0,43090.0,24900.0,45300.0,10.648064268202436,39020.0,34520.0,26420.0,26670.0,82800.0,62240.0,66270.0,10.842928244308982,11.045813650395022,10.990887213990135,11.156978827180746,10.642109884868972,11.136790977732414,77230.0,26630.0,43100.0,72680.0,68480.0,35000.0,10.448163726677256,10.282300629646866,10.523553157094481,10.635398611146856,10.607599400820762,50000.0,40190.0,52720.0
2022-02-04,48990.0,28030.0,37820.0,43730.0,24660.0,48860.0,10.671765396408588,40220.0,34950.0,30970.0,29150.0,83680.0,63200.0,66770.0,10.852071209606544,11.045813650395022,10.990550065253776,11.078921983805522,10.620863823642551,11.176487227771029,73400.0,25070.0,42520.0,77920.0,69050.0,33500.0,10.42854147231275,10.292518354180867,10.579514006287654,10.622326846019527,10.602393121706738,50000.0,41850.0,50320.0
2022-02-05,48990.0,29770.0,39270.0,46100.0,24660.0,42340.0,10.710208923978401,40900.0,35140.0,31850.0,33510.0,84930.0,65650.0,65580.0,10.728780791588225,11.045813650395022,11.057392626952947,11.078921983805522,10.633954602328156,11.234018115123202,74300.0,29730.0,42190.0,74450.0,68670.0,37000.0,10.407620832440994,10.287763071961688,10.541676837515391,10.635879484421974,10.691967639914864,50000.0,43130.0,51140.0
2022-02-06,48990.0,30800.0,39020.0,47150.0,24720.0,49430.0,10.820198196234971,42250.0,35390.0,32830.0,35270.0,78680.0,64989.99999999999,66590.0,10.940596708610187,11.018153620276298,11.055656405795792,11.126983533350797,10.617931341885154,11.233224789593368,70820.0,28690.0,40410.0,63500.0,68700.0,37000.0,10.353001443478973,10.271977424519397,10.502900810345617,10.616706931897726,10.71132409939953,50000.0,44230.0,51140.0
2022-02-07,48990.0,32740.000000000004,42500.0,45300.0,28340.0,49430.0,10.83586814555923,43250.0,37370.0,31680.0,34580.0,80720.0,60870.0,66590.0,10.818997980052005,11.032968464866704,11.048363005673876,11.092564969345363,10.602890127258581,11.240079458475659,77120.0,37320.0,40900.0,65750.0,66140.0,37000.0,10.41184012081972,10.346601626429049,10.53691126761627,10.615971565652215,10.72856171434071,42000.0,42840.0,49800.0
2022-02-08,48990.0,35540.0,42040.0,46100.0,29630.0,49050.0,10.775847295304315,41620.0,39960.0,33520.0,34340.0,80560.0,62350.0,67050.0,10.945547126244621,11.206413891581187,11.006772241852998,11.084616409436771,10.653274957143323,11.240079458475659,76250.0,38040.0,41400.0,65670.0,71180.0,24000.0,10.358409269356885,10.36410350510914,10.606114656295205,10.614253605184526,10.739023656715148,42000.0,43750.0,42580.0
2022-02-09,48990.0,37730.0,43070.0,44340.0,30250.0,49960.0,10.793660156255223,42600.0,39900.0,33870.0,34170.0,80790.0,62350.0,69180.0,10.956247856355338,11.17970194554807,11.041496820872945,11.092412706722497,10.641631999026803,11.228318659035375,75170.0,34930.0,39860.0,70280.0,68960.0,40000.0,10.409129765609963,10.405201793433656,10.602641655359474,10.5524477082064,10.753659849198822,42000.0,42590.0,48690.0
2022-02-10,48990.0,37480.0,42750.0,43290.0,30250.0,49920.0,10.806105232822933,43870.0,39780.0,33070.0,34220.0,81410.0,60690.0,70450.0,10.963376337755056,11.209533976591038,11.063053820541235,11.1154434073529,10.602890127258581,11.253390195121284,71530.0,37730.0,40370.0,71370.0,68060.0,40000.0,10.439717730523844,10.424392211743783,10.694237736914808,10.568260978408226,10.75173496195892,42000.0,43330.0,48250.0
2022-02-11,48990.0,36890.0,41010.0,43290.0,30700.0,51920.0,10.817796321618971,42970.0,39850.0,32650.0,34560.0,80170.0,61700.0,69180.0,10.963376337755056,11.195759654126208,11.076294714343865,11.19135563385109,10.639718168629964,11.161536525460733,72330.0,36500.0,40760.0,67310.0,67960.0,37000.0,10.561551448966803,10.392098241730961,10.75856223773664,10.578496220392818,10.757711372994065,39420.0,41690.0,50790.0
2022-02-12,48990.0,36080.0,42100.0,43710.0,30480.0,51300.0,10.895646135639412,42250.0,39960.0,33250.0,34220.0,79610.0,49130.0,69890.0,10.974745773415222,11.135041476622828,11.01962864348853,11.23150375548926,10.642826285701982,11.253390195121284,72560.0,36540.0,40320.0,63900.0,70050.0,55500.0,10.574925789933857,10.426172574814565,10.752163034994716,10.628884087311569,10.769768376656003,35000.0,42110.0,49970.0
2022-02-13,48990.0,36710.0,41200.0,45130.0,30880.0,46440.0,10.921088609106748,43620.0,40400.0,32670.0,34000.0,82460.0,62400.0,71220.0,10.943781931879723,11.237316880418971,10.996098536008393,11.199323694032696,10.66478391544408,11.221516456110812,69240.0,35680.0,39600.0,63640.0,71460.0,36000.0,10.619643001144993,10.438839921478714,10.737287582843205,10.564911840900125,10.778351940641137,35000.0,41120.0,49320.0
2022-02-14,48990.0,35160.0,41870.0,43510.0,31090.0,51750.0,10.922894283023263,43630.0,41650.0,34030.0,34620.0,79770.0,63020.0,71620.0,10.993075914439594,11.262295088386889,11.094086321816611,11.154405963738338,10.674313109478335,11.25014411353406,73150.0,34420.0,39860.0,64430.00000000001,68960.0,40000.0,10.619643001144993,10.394549148260978,10.77605625551905,10.591144690352435,10.811362974808935,40000.0,40720.0,47180.0
2022-02-15,48990.0,37610.0,44000.0,44710.0,31090.0,51190.0,10.857863738015615,42310.0,41310.0,34160.0,35610.0,75820.0,65560.0,70630.0,11.004447084272586,11.241261088211655,11.063053820541235,11.17059007360057,10.665250866959651,11.25014411353406,72880.0,34420.0,41180.0,66120.0,69010.0,40000.0,10.661509135319276,10.450481157684562,10.758349589413635,10.637560722208702,10.905974329106854,40000.0,41590.0,48060.0
2022-02-16,48990.0,38890.0,43980.0,45290.0,33850.0,51190.0,10.855743704842892,41910.0,41520.0,36550.0,39440.0,77860.0,63700.0,71110.0,10.961642363572961,11.23560288057948,11.100601891263528,11.177886201152898,10.680079340050707,11.26062340628579,70900.0,34420.0,40790.0,64090.0,69710.0,37000.0,10.668978650219241,10.47534242212957,10.773964685870737,10.625246485085315,10.92990542165575,40000.0,41810.0,47180.0
2022-02-17,48990.0,39370.0,42710.0,44230.0,35510.0,50300.0,10.945723474426929,42620.0,41500.0,37620.0,38990.0,77460.0,66420.0,71520.0,10.95659676862489,11.23560288057948,11.116930374363438,11.122117415455683,10.702142737876844,11.19672045358521,75130.0,33230.0,41580.0,64760.00000000001,60030.0,38000.0,10.66361558182207,10.51219277958166,10.795301148603121,10.631301825004375,10.944488383578978,30000.0,42110.0,49320.0
2022-02-18,48990.0,39050.0,47300.0,44160.0,34050.0,51300.0,10.906524626281207,41910.0,42410.0,37940.0,39470.0,77310.0,64420.0,72400.0,10.923615640649537,11.220713146431915,11.084769863692358,11.153690103100145,10.69151300145826,11.297638469933798,78200.0,33990.0,40800.0,65140.0,72350.0,58010.0,10.648776417499018,10.493244497383538,10.777934935151471,10.711992608204175,10.958513613041314,30000.0,42070.0,47940.0
2022-02-19,48990.0,39260.0,44790.0,45270.0,35070.0,49870.0,10.967180530408092,41910.0,42370.0,38500.0,40060.0,78790.0,67700.0,72400.0,11.011901646176497,11.290044379208922,11.105423283436139,11.157264292705586,10.69151300145826,11.268826372009427,83180.0,36970.0,40310.0,59440.0,73470.0,40000.0,10.703940854834315,10.49573646899098,10.771029119400374,10.675931008412125,10.969421678813655,35000.0,40420.0,47940.0
2022-02-20,48990.0,39810.0,42660.0,43660.0,36690.0,50760.0,10.949243923047078,41630.0,42130.0,38000.0,39960.0,81670.0,66550.0,74070.0,10.966662628245496,11.331655355212051,11.06852720235983,11.157264292705586,10.6633817512079,11.206142119216047,79740.0,41660.0,39000.0,58490.0,72450.0,40000.0,10.684210534101828,10.518700218288165,10.821197277163696,10.642587542445344,10.979530389777885,35000.0,41510.0,49130.0
2022-02-21,48990.0,41060.0,45820.0,44300.0,36690.0,52320.0,10.9441352201136,46840.0,44410.0,38670.0,39640.0,80220.0,70480.0,75640.0,11.043737502977494,11.36048498857772,11.087068856214001,11.135187385342592,10.65845863548799,11.265630092311698,82300.0,40310.0,40340.0,58750.0,72620.0,40000.0,10.631301825004375,10.534785924769006,10.814785842887238,10.722407984014007,10.981914140544825,30000.0,42600.0,40990.0
2022-02-22,48990.0,44460.0,48800.0,44300.0,36860.0,57850.0,10.982594169812288,44950.0,44830.0,39780.0,42270.0,80340.0,73590.0,76070.0,11.074746031189092,11.391333936201985,11.085996650738,11.127571760011485,10.634436170322823,11.054549966205157,87260.0,43310.0,41960.0,61450.0,71610.0,40000.0,10.533188948038239,10.55349234019923,10.895831506195684,10.55635946409418,10.994588367253703,35000.0,41710.0,47340.0
2022-02-23,48990.0,46990.0,56780.0,45180.0,38020.0,61780.0,11.003282474950524,44240.0,45620.0,40720.0,43820.0,81310.0,72610.0,75600.0,11.087374989598706,11.40345652126786,11.101054885563546,11.126394960475844,10.631784671878872,11.307634110687353,82340.0,43250.0,40550.0,62590.0,73760.0,45000.0,10.67106943758126,10.574670270717423,10.923255026881002,10.698085114131558,11.012561592414833,37180.0,40790.0,45720.0
2022-02-24,48990.0,48740.0,53310.0,45220.0,37860.0,60590.0,11.045334921888767,45840.0,46980.0,40990.0,44590.0,81260.0,69610.0,76440.0,11.089515303207188,11.40345652126786,11.079847609826162,11.109772681377931,10.609575637228874,11.327571314508846,82990.0,46410.0,41620.0,72610.0,73060.0,45000.0,10.662445881599808,10.593655298987073,10.925056796705926,10.737721883950984,11.055498417928932,35000.0,44910.0,49130.0
2022-02-25,48990.0,50310.0,52420.0,46290.0,37950.0,62310.0,11.046451598774738,46720.0,49030.0,41460.0,44930.0,81490.0,71710.0,76490.0,11.084155905330146,11.446689503996453,11.09378223642709,11.153690103100145,10.648064268202436,11.321534908836368,82940.0,45960.0,41680.0,71990.0,74810.0,45000.0,10.682147070420287,10.626460489993315,10.990718653830614,10.689464566656033,11.082157933374816,35000.0,44130.0,47030.0
2022-02-26,48990.0,50070.0,52370.0,45330.0,38120.0,62310.0,10.993412212806671,46970.0,49960.0,43040.0,45610.0,78790.0,70690.0,75130.0,11.140425970684523,11.51253538890045,11.094086321816611,10.9957631399864,10.670140738389808,11.380090972311647,82470.0,48990.0,40960.0,71410.0,75050.0,45000.0,10.682147070420287,10.632508505332279,11.000448478455008,10.713550726313105,11.055182367294991,40000.0,44480.0,47940.0
2022-02-27,48990.0,56210.0,52790.0,47850.0,38120.0,62310.0,10.965798861477905,46820.0,50230.0,44200.0,47480.0,78830.0,71930.0,77100.0,11.225523353325762,11.501065411757565,11.109922323732983,11.172840711058733,10.659398242331683,11.286288318151719,73120.0,48980.0,41740.0,63740.0,72800.0,42000.0,10.690603103986417,10.609822392399646,11.001449629862652,10.723729832149901,11.054233615622806,45000.0,45500.0,48250.0
2022-02-28,48990.0,58520.0,57470.0,46080.0,41860.0,64150.00000000001,10.986833907533804,47840.0,50750.0,45170.0,48490.0,79240.0,71950.0,76250.0,11.203011416743362,11.614678481420432,11.022572178834903,11.209804828829256,10.674544398220231,11.296521650519077,82820.0,54510.0,41560.0,65080.0,75330.0,42000.0,10.712438032589617,10.632508505332279,10.986664662703829,10.717103049046909,11.048203861234047,40000.0,46880.0,47640.0
2022-03-01,48990.0,60130.0,54870.0,45330.0,43570.0,66720.0,11.003615358893612,47720.0,52340.0,48580.0,51570.0,78930.0,76200.0,76990.0,11.22712162753022,11.682929808720653,11.213589077374968,11.212644356941931,10.680309299119006,11.281132111748349,81590.0,57160.0,41660.0,68650.0,76760.0,42000.0,10.714439990727769,10.62427421889949,10.936155888465743,10.777100402128553,11.07195234310307,40000.0,50070.0,48560.0
2022-03-02,48990.0,61980.0,63460.0,45920.0,53430.0,69140.0,11.031351152809686,48960.0,55380.0,53950.0,53940.0,78540.0,72540.0,77400.0,11.242572374640222,11.665569295784824,11.290918767193082,11.162530758988646,10.68672677662261,11.26716558160265,84410.0,62900.0,42110.0,70880.0,80390.0,57500.0,10.70101727068921,10.622326846019527,10.917648820068035,10.766398604507042,11.077222774301273,36000.0,50350.0,48250.0
2022-03-03,48990.0,60000.0,62190.0,45920.0,53870.0,67490.0,11.045813650395022,49900.0,56410.0,53850.0,53590.0,79440.0,74420.0,79510.0,11.194247958815927,11.65434689919201,11.287165995122649,11.182210622701028,10.698988232207888,11.309964370768503,87700.0,61040.0,40630.0,64700.0,84400.0,56000.0,10.740323737069875,10.646876224532782,10.960600534026208,10.699890535397843,11.082926856612652,35000.0,48940.0,48250.0
